name,popularity,track_number,duration_ms,explicit,added_at,artist_name,artist_followers,artist_popularity,genres,main_genre,main_album,release_date,album_tracks_number,station,followers,snapshot_id
Cold Heart - PNAU Remix,96,1,202735,False,2022-01-01T00:54:07Z,Elton John,8447639,91,"['glam rock', 'mellow gold', 'piano rock']",rock,Cold Heart (PNAU Remix),2021-08-13,1,glglz,4542,NDA2MzI5LGE4YjdiMTY2NTFkZGQ4MDE5YjM0NmYxMmJiNDg2NWMwZGI0NTViZTY=
Moth To A Flame (with The Weeknd),92,1,234000,False,2021-12-31T17:33:09Z,Swedish House Mafia,3455091,80,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",pop,Moth To A Flame,2021-10-22,1,glglz,4542,NDA2MzI5LGE4YjdiMTY2NTFkZGQ4MDE5YjM0NmYxMmJiNDg2NWMwZGI0NTViZTY=
Habib galbi,33,3,202333,False,2022-01-01T00:48:33Z,A-WA,45779,42,['yemeni pop'],pop,חביב גלבי,2015-08-02,12,glglz,4542,NDA2MzI5LGE4YjdiMTY2NTFkZGQ4MDE5YjM0NmYxMmJiNDg2NWMwZGI0NTViZTY=
לקנות לך יהלום,41,2,229493,False,2022-01-01T00:43:41Z,Eyal Golan,586025,60,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",pop,חייל של אהבה,1998-01-01,10,glglz,4542,NDA2MzI5LGE4YjdiMTY2NTFkZGQ4MDE5YjM0NmYxMmJiNDg2NWMwZGI0NTViZTY=
לקנות לך יהלום,41,2,229493,False,2022-01-01T00:43:13Z,Eyal Golan,586025,60,"['israeli mediterranean', 'israeli pop', 'mizrahi', 'persian pop']",pop,חייל של אהבה,1998-01-01,10,glglz,4542,NDA2MzI5LGE4YjdiMTY2NTFkZGQ4MDE5YjM0NmYxMmJiNDg2NWMwZGI0NTViZTY=
מתייי?,24,1,162195,False,2022-01-01T00:41:36Z,Moshe Peretz,213732,50,"['israeli mediterranean', 'mizrahi']",other,מתייי?,2019-01-10,1,glglz,4542,NDA2MzI5LGE4YjdiMTY2NTFkZGQ4MDE5YjM0NmYxMmJiNDg2NWMwZGI0NTViZTY=
Rasputin,85,1,186209,False,2022-01-01T00:36:56Z,Majestic,37781,71,"['house', 'pop dance', 'uk dance']",pop,Rasputin,2021-02-26,1,glglz,4542,NDA2MzI5LGE4YjdiMTY2NTFkZGQ4MDE5YjM0NmYxMmJiNDg2NWMwZGI0NTViZTY=
Shut Up and Dance,83,3,199080,False,2022-01-01T00:32:07Z,WALK THE MOON,1862257,73,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",rock,TALKING IS HARD,2014-12-02,12,glglz,4542,NDA2MzI5LGE4YjdiMTY2NTFkZGQ4MDE5YjM0NmYxMmJiNDg2NWMwZGI0NTViZTY=
Ex's & Oh's,74,2,202173,False,2022-01-01T00:28:58Z,Elle King,460225,69,['modern blues rock'],blues,Love Stuff,2015-02-13,12,glglz,4542,NDA2MzI5LGE4YjdiMTY2NTFkZGQ4MDE5YjM0NmYxMmJiNDg2NWMwZGI0NTViZTY=
טרנטונה,50,9,169584,False,2022-01-01T00:26:52Z,Tuna,181193,60,"['israeli hip hop', 'israeli pop']",hip,מזרח פרוע,2021-12-17,13,glglz,4542,NDA2MzI5LGE4YjdiMTY2NTFkZGQ4MDE5YjM0NmYxMmJiNDg2NWMwZGI0NTViZTY=
Rude Boy,76,8,222920,True,2022-01-01T00:23:31Z,Rihanna,46430448,91,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",pop,Rated R,2009-11-20,13,glglz,4542,NDA2MzI5LGE4YjdiMTY2NTFkZGQ4MDE5YjM0NmYxMmJiNDg2NWMwZGI0NTViZTY=
Samba De Janeiro - Radio Edit,48,4,167953,False,2022-01-01T00:19:36Z,Bellini,9043,51,[],other,90's Party Mix,2020-05-15,26,glglz,4542,NDA2MzI5LGE4YjdiMTY2NTFkZGQ4MDE5YjM0NmYxMmJiNDg2NWMwZGI0NTViZTY=
Tudo Bom,24,1,201755,False,2022-01-01T00:17:38Z,Static & Ben El,342280,60,"['israeli pop', 'jewish pop']",pop,Tudo Bom,2019-02-13,1,glglz,4542,NDA2MzI5LGE4YjdiMTY2NTFkZGQ4MDE5YjM0NmYxMmJiNDg2NWMwZGI0NTViZTY=
Timber (feat. Ke$ha),82,13,204160,False,2022-01-01T00:13:17Z,Pitbull,8971165,86,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",pop,Global Warming: Meltdown (Deluxe Version),2012,17,glglz,4542,NDA2MzI5LGE4YjdiMTY2NTFkZGQ4MDE5YjM0NmYxMmJiNDg2NWMwZGI0NTViZTY=
Bulletproof,72,1,162213,False,2022-01-01T00:11:31Z,La Roux,595631,65,"['alternative dance', 'art pop', 'dance pop', 'electronica', 'electropop', 'neo-synthpop', 'new rave']",pop,Bulletproof,2021-05-21,1,glglz,4542,NDA2MzI5LGE4YjdiMTY2NTFkZGQ4MDE5YjM0NmYxMmJiNDg2NWMwZGI0NTViZTY=
לא להיות לבד,56,2,180000,False,2022-01-01T00:07:35Z,Mergui,114583,51,['israeli pop'],pop,לא להיות לבד,2021-10-21,7,glglz,4542,NDA2MzI5LGE4YjdiMTY2NTFkZGQ4MDE5YjM0NmYxMmJiNDg2NWMwZGI0NTViZTY=
The Scientist,85,4,309600,False,2022-01-01T14:38:39Z,Coldplay,33368373,92,"['permanent wave', 'pop']",pop,A Rush of Blood to the Head,2002-08-08,11,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Are You Lonesome Tonight,54,7,187026,False,2022-01-01T14:18:40Z,Elvis Presley,6152667,85,"['adult standards', 'rock-and-roll', 'rockabilly']",rock,"Elvis' Golden Records, Vol. 3",1963-08-11,12,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Ode To My Family,73,1,271533,False,2022-01-01T14:11:37Z,The Cranberries,2704699,76,"['irish rock', 'pop rock', 'rock']",rock,No Need To Argue (The Complete Sessions 1994-1995),1994-10-03,18,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Luka,64,2,231933,False,2022-01-01T14:07:40Z,Suzanne Vega,359794,60,"['lilith', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter']",pop,Solitude Standing,1987-01-01,11,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Changes - 2015 Remaster,69,1,217746,False,2022-01-01T14:03:12Z,David Bowie,7599049,81,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",rock,Hunky Dory (2015 Remaster),1971-12-17,11,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
ולא היה בינינו אלא זוהר,25,1,203080,False,2022-01-01T13:46:12Z,Cilla Dagan,1826,27,['classic israeli pop'],pop,צילה דגן,1971-01-01,12,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Desert Rose,66,2,285960,False,2022-01-01T13:41:30Z,Sting,2473944,76,"['permanent wave', 'soft rock', 'sophisti-pop']",rock,Brand New Day,1999-01-01,10,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Jessie's Girl,66,2,194266,False,2022-01-01T13:16:48Z,Rick Springfield,604614,63,"['album rock', 'australian rock', 'classic rock', 'heartland rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']",rock,Working Class Dog,1981,10,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Escape (The Pina Colada Song),75,1,276493,False,2022-01-01T12:54:12Z,Rupert Holmes,66726,62,"['soft rock', 'yacht rock']",rock,Partners In Crime,1979-01-01,10,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
The Loco-Motion,35,17,145200,False,2022-01-01T12:52:15Z,Little Eva,40445,49,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll']",pop,A Rose Must Remain,2017-05-10,18,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
"Ooh Wee (feat. Ghostface Killah, Nate Dogg, Trife & Saigon)",56,3,209626,True,2022-01-01T12:47:08Z,Mark Ronson,941548,79,"['dance pop', 'pop']",pop,Here Comes The Fuzz,2003-08-29,13,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
עד אלייך,19,4,241640,False,2022-01-01T12:47:18Z,Portrait,325,17,[],other,הפורטרט האחרון,1993-01-01,11,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Hair,41,13,163960,False,2022-01-01T12:38:20Z,Galt MacDermot,23307,50,[],other,Hair,1979,27,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Feeling Good,66,10,198800,False,2022-01-01T12:30:08Z,Muse,6779644,79,"['alternative rock', 'modern rock', 'permanent wave', 'rock']",rock,Origin of Symmetry,2001,12,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Call Me,73,4,212600,False,2022-01-01T12:22:11Z,Blondie,1040603,72,"['candy pop', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']",pop,Atomic/Atomix,1999-01-01,29,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Love Her Madly,66,2,198466,False,2022-01-01T12:18:03Z,The Doors,6367008,76,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']",rock,L.A. Woman,1971-04-19,10,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Standing Next To Me,56,2,142653,False,2022-01-01T11:56:32Z,The Last Shadow Puppets,827080,64,"['alternative rock', 'baroque pop', 'indie rock', 'modern rock', 'rock', 'sheffield indie']",rock,The Age Of The Understatement,2008-04-19,12,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Everyday Is Like Sunday - 2011 Remaster,62,3,215266,False,2022-01-01T11:48:24Z,Morrissey,863167,64,"['britpop', 'madchester', 'new wave', 'permanent wave', 'pop rock', 'rock', 'solo wave']",rock,Viva Hate (2011 Remaster),1988,12,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
By Your Side,70,1,274933,False,2022-01-01T11:37:42Z,Sade,2671626,73,"['british soul', 'neo soul', 'sophisti-pop']",soul,Lovers Rock,2000-11-13,11,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Sleeping Satellite,63,1,281853,False,2022-01-01T11:36:22Z,Tasmin Archer,15839,48,['new wave pop'],pop,Great Expectations,1992-10-19,11,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
בלדה לנאיבית,35,5,212133,False,2022-01-01T11:32:40Z,Yael Levi,4805,26,['classic israeli pop'],pop,יעל לוי,1981-01-01,7,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Out in the Cold,34,1,164040,False,2022-01-01T11:25:38Z,Carole King,1127017,66,"['adult standards', 'brill building pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",rock,Out In the Cold,2021-02-05,1,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
"Puff, the Magic Dragon",59,5,206866,False,2022-01-01T11:23:42Z,"Peter, Paul and Mary",534735,59,"['american folk revival', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']",folk,Moving,1963,12,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
One,57,4,231866,False,2022-01-01T11:20:21Z,Johnny Cash,5067962,79,"['arkansas country', 'outlaw country']",folk,American III: Solitary Man,2000-01-01,14,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Abracadabra,67,2,308373,False,2022-01-01T11:08:11Z,Steve Miller Band,2221067,69,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock']",rock,Abracadabra,1982-01-01,10,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Hotel California - 2013 Remaster,85,1,391376,False,2022-01-01T11:02:10Z,Eagles,7518108,81,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",rock,Hotel California (2013 Remaster),1976-12-08,9,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
The Weight - Remastered 2000,73,5,274493,False,2022-01-01T10:56:32Z,The Band,857234,66,"['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'cosmic american', 'country rock', 'folk', 'folk rock', 'heartland rock', 'jam band', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'swamp rock']",rock,Music From Big Pink (Remastered),1968-07-01,11,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Hello,23,6,185066,False,2022-01-01T10:54:01Z,Blackfield,102162,45,"['neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",rock,Open Mind: The Best of Blackfield,2004,15,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Princesses Don't Cry,72,1,212106,False,2022-01-01T10:47:17Z,CARYS,46874,58,['canadian electropop'],other,Princesses Don't Cry,2019-10-18,2,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Livin' On A Prayer,85,3,249293,False,2022-01-01T10:28:54Z,Bon Jovi,10233495,81,"['glam metal', 'rock']",rock,Slippery When Wet,1986-08-16,10,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
"Mrs. Robinson - From ""The Graduate"" Soundtrack",77,10,244026,False,2022-01-01T04:29:18Z,Simon & Garfunkel,3823112,75,"['classic rock', 'folk', 'folk rock', 'melancholia', 'mellow gold', 'rock']",rock,Bookends,1968-04-03,12,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
He Ain't Heavy He's My Brother - 1998 Remaster,63,14,262266,False,2022-01-01T04:25:08Z,The Hollies,897868,65,"['album rock', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']",rock,Confessions of the Mind (Expanded Edition),1970-11-01,21,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
האהבה מתה,23,2,281746,False,2022-01-01T04:21:56Z,Tamar Giladi,168,13,[],other,האהבה מתה,2000-01-01,7,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
In the Death Car,23,8,231040,False,2022-01-01T04:17:12Z,Goran Bregović,172513,53,"['balkan beats', 'balkan brass', 'sevdah']",other,Balkan Lounge,2016-04-25,15,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Slave To Love,71,2,266333,False,2022-01-01T04:13:19Z,Bryan Ferry,425435,63,"['art rock', 'classic rock', 'glam rock', 'melancholia', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'solo wave', 'sophisti-pop']",rock,Boys And Girls,1985,9,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
I'll Be There - A Cappella,34,4,228306,False,2022-01-01T04:08:26Z,The Jackson 5,1203059,80,"['adult standards', 'motown']",other,Pure Michael: Motown A Cappella,2009-01-01,10,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Not The Same Anymore,61,8,337333,False,2022-01-01T03:59:50Z,The Strokes,4109685,79,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",rock,The New Abnormal,2020-04-10,9,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Why Does It Always Rain On Me?,66,7,265000,False,2022-01-01T03:56:32Z,Travis,884813,65,"['britpop', 'pop rock', 'rock']",rock,The Man Who,1999-01-01,10,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Englishman In New York,74,3,267266,False,2022-01-01T03:53:00Z,Sting,2473944,76,"['permanent wave', 'soft rock', 'sophisti-pop']",rock,...Nothing Like The Sun,1987-01-01,12,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Love & Hate,67,5,427093,False,2022-01-01T03:50:07Z,Michael Kiwanuka,1171826,69,"['british soul', 'neo soul', 'psychedelic soul', 'soul']",soul,Love & Hate,2016-07-15,10,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Strange,77,4,255986,False,2021-12-31T17:26:31Z,Celeste,315773,68,['british soul'],soul,Not Your Muse (Deluxe),2021-01-29,21,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Laura,49,5,266493,False,2022-01-01T03:44:07Z,Bat For Lashes,339438,51,"['alternative dance', 'art pop', 'brighton indie', 'chamber psych', 'dream pop', 'electronica', 'electropop', 'etherpop', 'metropopolis', 'neo-synthpop', 'new rave']",pop,The Haunted Man,2012-10-15,11,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
There Goes The Fear,54,3,414080,False,2022-01-01T03:33:32Z,Doves,224084,53,"['alternative rock', 'britpop', 'chamber psych', 'electronica', 'indie rock', 'modern rock', 'new rave', 'rock']",rock,The Last Broadcast,2002-01-01,12,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Daniel,55,4,251120,False,2022-01-01T03:27:15Z,Bat For Lashes,339438,51,"['alternative dance', 'art pop', 'brighton indie', 'chamber psych', 'dream pop', 'electronica', 'electropop', 'etherpop', 'metropopolis', 'neo-synthpop', 'new rave']",pop,Two Suns,2009-01-12,11,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Turn Blue,53,3,222960,False,2022-01-01T03:25:10Z,The Black Keys,3598888,74,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",rock,Turn Blue,2014-05-09,11,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Shape Of My Heart,75,10,279226,False,2022-01-01T03:15:33Z,Sting,2473944,76,"['permanent wave', 'soft rock', 'sophisti-pop']",rock,Ten Summoner's Tales,1993-03-09,12,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Light - Edit,54,1,185373,False,2022-01-01T03:09:25Z,Michael Kiwanuka,1171826,69,"['british soul', 'neo soul', 'psychedelic soul', 'soul']",soul,Light (Edit),2020-03-06,1,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Bluesette,42,13,274600,False,2021-12-31T17:38:15Z,Toots Thielemans,39013,51,"['belgian jazz', 'harmonica jazz', 'vocal jazz']",jazz,Essentiel Jazz - Harmonica Jazz,1989-01-08,16,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Bluesette,21,9,326120,False,2021-12-31T17:37:11Z,Louis van Dijk,2042,43,['dutch classical piano'],other,Collections,2006-10-27,12,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
A Different Corner,57,14,243533,False,2021-12-31T17:32:42Z,George Michael,3579442,78,[],other,Ladies And Gentlemen... The Best Of George Michael,1998-11-09,29,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Unlearn You,49,7,162098,False,2021-12-31T17:31:39Z,Joy Crookes,250692,65,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",soul,Skin,2021-10-15,13,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Mad About The Boy,63,9,182573,False,2021-12-31T17:01:32Z,Dinah Washington,382069,66,"['adult standards', 'jazz blues', 'lounge', 'soul', 'swing', 'vocal jazz']",jazz,The Complete Dinah Washington On Mercury Vol. 2 (1950-1952),1987-01-01,53,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
This Land is Your Land,10,22,214080,False,2021-12-31T16:57:43Z,The New Kingston Trio,1528,7,[],other,The Best of the New Kingston Trio,2010-09-01,22,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Sixty Years On - Album Edit,33,6,275093,False,2021-12-31T16:47:21Z,Elton John,8447639,91,"['glam rock', 'mellow gold', 'piano rock']",rock,Elton John,1970-04-10,30,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Who Knows Where The Time Goes? - BBC Session - John Peel 11/9/73,43,11,335626,False,2021-12-31T16:44:00Z,Sandy Denny,45810,39,"['british folk', 'folk', 'folk rock']",folk,Like An Old Fashioned Waltz (Deluxe Edition),2012-01-01,23,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
As The Years Go Passing By - Live,20,2,469066,False,2021-12-31T16:34:27Z,Santana,2415956,74,"['blues rock', 'classic rock', 'mexican classic rock']",rock,Live At The Fillmore - 1968,1997-03-10,9,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Father's Child,42,9,425146,False,2021-12-31T16:23:28Z,Michael Kiwanuka,1171826,69,"['british soul', 'neo soul', 'psychedelic soul', 'soul']",soul,Love & Hate,2016-07-15,10,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
The Hounds Of Winter,48,1,327466,False,2021-12-31T16:19:50Z,Sting,2473944,76,"['permanent wave', 'soft rock', 'sophisti-pop']",rock,Mercury Falling,1996-03-12,11,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Saturn,41,8,293773,False,2021-12-31T16:09:33Z,Stevie Wonder,5413865,82,"['adult standards', 'motown', 'quiet storm', 'soul']",soul,Songs In The Key Of Life,1976-09-28,21,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Leave The Door Open,88,1,242096,False,2021-12-31T16:06:38Z,Bruno Mars,36721520,93,"['dance pop', 'pop']",pop,Leave The Door Open,2021-03-05,1,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Pegao,21,7,163040,False,2021-12-31T16:03:47Z,José Feliciano,264629,80,"['latin pop', 'puerto rican pop']",pop,Light My Fire,1996-04-22,20,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
איך לפעמים אני,23,4,295493,False,2021-12-31T15:22:22Z,Meir Ariel,126793,45,"['classic israeli pop', 'israeli rock']",pop,ירוקות,1988-03-01,8,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Compliqué,59,6,214813,False,2021-12-31T15:03:43Z,Dadju,3829237,75,"['francoton', 'french hip hop', 'french pop', 'pop urbaine']",pop,Poison Ou Antidote,2020-09-25,31,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
Freedom,26,13,244053,False,2021-12-31T14:56:31Z,Smooth Jazz All Stars,44040,48,[],other,Smooth Jazz All Stars Perform Anthony Hamilton,2015-08-28,15,kan_88,3764,MzQ2ODc2LDJmNTdiYzlhYmM5MDllNTNhYTZlZDEyOWY2MDY2NTJlN2UxMzYwMTQ=
