genre,count,main_genre
polish experimental electronic,1,
plug brasileiro,1,
czech country,1,
fremantle indie,1,
thai trap,1,
sitar,1,
chicano punk,1,
argentine alternative rock,1,
christian relaxative,1,
manso indie,1,
new england americana,1,
anime lo-fi,1,
blackgaze,1,
sci-fi metal,1,
field recording,1,
folklore veracruzano,1,
mexican son,1,
greek drill,1,
ghazal,1,
trap beats,1,
musica per bambini,1,
heavy gothic rock,1,
post-screamo,1,
narodnozabavna,1,
classic czech pop,1,
czech folk rock,1,
rennes indie,1,
eastern bloc groove,1,
trap angolano,1,
polish techno,1,
sigilkore,1,
therapy,1,
funk rj,1,
japanese classical performance,1,
hip hop quebecois,1,
igbo pop,1,
roda de samba,1,
classic danish rock,1,
gospel reggae,1,
seinen,1,
lagu bugis,1,
cumbia del sureste,1,
cifteli,1,
deep contemporary country,1,
electronic djent,1,
lo star,1,
macedonian pop,1,
huayno popular,1,
skansk musik,1,
swedish blues,1,
reiki,1,
basque folk,1,
rap feminino chileno,1,
rap chileno,1,
musica guineense,1,
smooth soul,1,
kazakh indie,1,
malaysian punk,1,
malaysian indie,1,
urbano mexicano,1,
downtempo fusion,1,
irish contemporary classical,1,
modern big band,1,
ngoni,1,
indie viet,1,
kayokyoku,1,
bhutanese pop,1,
canadian classical piano,1,
israeli classical piano,1,
fantasy,1,
trot,1,
children's folk,1,
haur kantak,1,
vgm instrumental,1,
indian folk,1,
kikuyu gospel,1,
pittsburgh rock,1,
michigan indie,1,
rap gabonais,1,
japanese vtuber,1,
nijisanji,1,
balafon,1,
accordeon,1,
indonesian worship,1,
uk melodic rap,1,
scottish drill,1,
us power metal,1,
terrorcore,1,
indonesian pop rock,1,
math rock,1,
death 'n' roll,1,
swedish melodeath,1,
deep big room,1,
austrian punk,1,
death industrial,1,
burkinabe pop,1,
afrikaans,1,
sunset lounge,1,
study beats,1,
hammered dulcimer,1,
rap espanol,1,
kids dance party,1,
maghreb,1,
american classical piano,1,
downtempo bass,1,
rajasthani folk,1,
slushwave,1,
acid idm,1,
wind symphony,1,
classical mandolin,1,
baltic folk,1,
west end,1,
nwothm,1,
deep surf music,1,
gothenburg metal,1,
geek folk,1,
trival,1,
fogo pentecostal,1,
gospel antigas,1,
sertanejo gospel,1,
deep darkpsy,1,
suomisaundi,1,
boston hardcore,1,
apostolic worship,1,
belgian blues,1,
deathcore,1,
nordic classical piano,1,
finlandssvenska musik,1,
shanty,1,
german shoegaze,1,
classic peruvian pop,1,
huayno,1,
musica andina,1,
musica ayacuchana,1,
leeds indie,1,
myanmar indie,1,
classic danish pop,1,
dong-yo,1,
northeast indian indie,1,
german post-punk,1,
koligeet,1,
fast melodic punk,1,
spanish baroque,1,
japanese old school hip hop,1,
chopped and screwed,1,
christian dance,1,
chicago drill,1,
gamecore,1,
japanese post-hardcore,1,
indie catala,1,
tamil worship,1,
classic k-pop,1,
german thrash metal,1,
progressive thrash,1,
technical thrash,1,
cathedral choir,1,
british choir,1,
jazz puertorriqueno,1,
turkish alternative,1,
viet remix,1,
mexican thrash metal,1,
mexican metal,1,
mexican death metal,1,
louange,1,
malayalam pop,1,
lds,1,
gothic doom,1,
swing italiano,1,
guitarra clasica,1,
musica para criancas,1,
venda pop,1,
sacramento hip hop,1,
classic romanian pop,1,
viet lo-fi,1,
tempe indie,1,
kawaii edm,1,
minneapolis punk,1,
cumbia surena,1,
canadian celtic,1,
russian reggae,1,
lithuanian hip hop,1,
classical harp,1,
harp,1,
deep southern soul,1,
swedish classical,1,
japanese viral pop,1,
south sudanese pop,1,
luxembourgian electronic,1,
japanese underground rap,1,
bahamian pop,1,
neo kyma,1,
bounce,1,
ukrainian viral pop,1,
symphonic power metal,1,
belgian contemporary classical,1,
vintage chinese pop,1,
san antonio rap,1,
rock catala,1,
stomp and whittle,1,
detski pesnichki,1,
baja indie,1,
brazilian indie rock,1,
chill baile,1,
peruvian hip hop,1,
rap romantico,1,
vintage dutch pop,1,
rock quebecois,1,
guitar case,1,
italian folk metal,1,
limerick indie,1,
deep hardcore,1,
deep folk metal,1,
poezja spiewana,1,
lithuanian electronic,1,
barnemusikk,1,
puglia indie,1,
swiss punk,1,
lowlands hardcore,1,
classic korean pop,1,
banda carnavalera,1,
australian comedy,1,
galego,1,
spanish folk,1,
kenyan pop,1,
musica mocambicana,1,
occult black metal,1,
jazzcore,1,
greek black metal,1,
peruvian punk,1,
vincy soca,1,
lesotho traditional,1,
chaotic black metal,1,
canadian shoegaze,1,
tamborazo,1,
taiwan experimental,1,
gothic post-punk,1,
elektropunk,1,
vintage gospel,1,
classic pakistani pop,1,
trondheim indie,1,
musica portuguesa contemporanea,1,
vietnamese melodic rap,1,
nightcore,1,
protest folk,1,
progressive black metal,1,
muzica etno,1,
japanese chillhop,1,
lithuanian indie,1,
vietnamese pop,1,
newcastle nsw indie,1,
vietnamese bolero,1,
rap ecuatoriano,1,
classical flute,1,
kompa chretien,1,
bronx drill,1,
indonesian lo-fi pop,1,
west coast reggae,1,
japanese math rock,1,
swiss singer-songwriter,1,
latvian electronic,1,
deep ragga,1,
idol rock,1,
korean underground rap,1,
wyoming roots,1,
bangladeshi indie,1,
italian contemporary jazz,1,
japanese girl punk,1,
japanese pop punk,1,
flick hop,1,
balkan classical piano,1,
classical accordion,1,
balkan hip hop,1,
shatta,1,
svensk lovsang,1,
paraguayan rock,1,
dancehall guyanaise,1,
taiwan idol pop,1,
indie psych-pop,1,
medieval rock,1,
bangladeshi rock,1,
hurdy-gurdy,1,
buffalo ny metal,1,
deep downtempo fusion,1,
indian percussion,1,
suomirap,1,
azeri rap,1,
finnish psychedelic rock,1,
finnish pop punk,1,
rap cristiano,1,
irish fiddle,1,
groove gospel,1,
italian post-rock,1,
j-punk,1,
old school uk hip hop,1,
zxc,1,
venezuelan indie,1,
armenian hip hop,1,
serbian indie,1,
magyar retro dance,1,
classic hungarian pop,1,
bergamo indie,1,
historic piano performance,1,
lesen,1,
rock cristiano,1,
ugandan gospel,1,
indie emo,1,
neomelodici,1,
indie curitibano,1,
volkspop,1,
new england emo,1,
honky-tonk piano,1,
old west,1,
sorani pop,1,
underground amapiano,1,
military band,1,
bagpipe marching band,1,
panamanian pop,1,
rap antillais,1,
trad quebecois,1,
concert band,1,
carnatic,1,
lagu bali,1,
tamil hip hop,1,
swedish dancehall,1,
indian lo-fi,1,
classic finnish rock,1,
finnish progressive rock,1,
scratch,1,
oceania soundtrack,1,
hard minimal techno,1,
korean indie rock,1,
australian ska,1,
vallenato moderno,1,
italian reggae,1,
demoscene,1,
nz gangsta rap,1,
uppsala indie,1,
chinese drama ost,1,
colombian rock,1,
rhythm and boogie,1,
ulkucu sarkilar,1,
indie singer-songwriter,1,
cantautor catala,1,
antideutsche,1,
frauenrap,1,
french folk pop,1,
bossa nova jazz,1,
drill italiana,1,
japanese choir,1,
dutch underground hip hop,1,
rakugo,1,
salsa colombiana,1,
indonesian indie rock,1,
banda,1,
ritmo kombina,1,
oktoberfest,1,
jovem guarda,1,
christian metalcore,1,
rap tuga underground,1,
kasi rap,1,
slovak pop,1,
chinese classical performance,1,
chinese classical piano,1,
j-reggae,1,
musique traditionnelle congolaise,1,
brazilian modern jazz,1,
piano mpb,1,
japanese vocal jazz,1,
swiss hip hop,1,
oslo indie,1,
russian gangster rap,1,
swiss worship,1,
rome indie,1,
italian post-hardcore,1,
new jersey punk,1,
japanese melodic punk,1,
indonesian edm,1,
alberta hip hop,1,
gospel italiano,1,
focus beats,1,
schweizer rap,1,
taiwan instrumental,1,
konkani pop,1,
rap algerien,1,
old school nederhop,1,
genshin,1,
japanese heavy metal,1,
western americana,1,
australian indie rock,1,
sunnlensk tonlist,1,
german stoner rock,1,
rap calme,1,
utah indie,1,
danish punk,1,
combos nacionales,1,
musica catarinense,1,
rwandan pop,1,
beach house,1,
covertrance,1,
japanese prog,1,
northern irish punk,1,
electro trash,1,
croatian rock,1,
portuguese early music,1,
guitarra portuguesa,1,
fado instrumental,1,
australian shoegaze,1,
nordic contemporary classical,1,
brisbane punk,1,
latvian rock,1,
indie catracho,1,
russian viral pop,1,
pony,1,
russian grime,1,
marimba,1,
deep dnb,1,
chilean hardcore,1,
canadian ccm,1,
ohio indie,1,
chant basque,1,
early avant garde,1,
metal paraguayo,1,
portuguese jazz,1,
spanish folk metal,1,
goa psytrance,1,
british math rock,1,
classical percussion,1,
21st century classical,1,
ukrainian ccm,1,
indie michoacano,1,
german viral rap,1,
guided meditation,1,
psychokore,1,
musica cristiana guatemalteca,1,
soda pop,1,
musica costena,1,
frenchcore,1,
raggatek,1,
tekk,1,
tekno,1,
russian ccm,1,
experimental indie rock,1,
portland punk,1,
austrian dnb,1,
surf punk,1,
japanese dream pop,1,
american orchestra,1,
deep flow,1,
thai indie,1,
cumbia sonidera,1,
southeast asian post-rock,1,
spanish renaissance,1,
nordnorsk musikk,1,
narodno zabavna,1,
slovenian folk,1,
libyan hip hop,1,
chanson virale,1,
romantico,1,
tecnobanda,1,
sanfona,1,
goregrind,1,
pornogrind,1,
virgin islands reggae,1,
batida,1,
norrbotten indie,1,
karadeniz turkuleri,1,
tulum,1,
german power metal,1,
dallas indie,1,
atlanta bass,1,
german singer-songwriter,1,
polish folk,1,
bulgarian hip hop,1,
nuevo regional mexicano,1,
traditional rockabilly,1,
modern electroacoustic,1,
hungarian contemporary classical,1,
argentine punk,1,
deep deep tech house,1,
indian instrumental rock,1,
northern irish indie,1,
gainesville indie,1,
experimental bass,1,
british classical piano,1,
oromo pop,1,
indonesian singer-songwriter,1,
indonesian jazz,1,
ecuadorian alternative rock,1,
albanian hip hop,1,
ecuadorian pop,1,
cumbia peruana,1,
nueva ola peruana,1,
medway sound,1,
hard motivation,1,
post-punk mexicano,1,
brazilian contemporary classical,1,
inuit traditional,1,
bc underground hip hop,1,
maga rap,1,
musica paranaense,1,
turkish classical performance,1,
viet edm,1,
baltic classical piano,1,
finnish pop,1,
melanesian pop,1,
trekkspill,1,
swedish trap,1,
deep southern trap,1,
fictitious orchestra,1,
russelater,1,
danspunk,1,
japanese trap,1,
mexican edm,1,
hi-tech,1,
romanian trap,1,
turkish modern jazz,1,
solomon islands pop,1,
kaneka,1,
oriental classical,1,
darbuka,1,
post-post-hardcore,1,
spanish hip hop,1,
gamelan,1,
korean worship,1,
crossover prog,1,
taiwan indie,1,
moorish traditional,1,
musique mauritanienne,1,
uk stoner rock,1,
slovenian rock,1,
chutney,1,
hyperpop italiano,1,
dutch rap pop,1,
musica popular amazonense,1,
classic indo pop,1,
power thrash,1,
latin american heavy psych,1,
romanian folk,1,
japanese screamo,1,
modern chamber music,1,
pop quebecois,1,
electronica argentina,1,
indie platense,1,
british post-rock,1,
irish banjo,1,
fort worth indie,1,
kurdish hip hop,1,
middle eastern traditional,1,
norwegian prog,1,
noel quebecois,1,
granada indie,1,
spanish noise pop,1,
thai indie pop,1,
tuvan folk,1,
belo horizonte indie,1,
early french punk,1,
siberian folk,1,
reggae en espanol,1,
dalarna indie,1,
vintage classical singing,1,
vintage swing,1,
